"age","workclass","education","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","over50k"
17," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,12," <=50K"
46," Local-gov"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," >50K"
40," Private"," Some-college"," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,45," <=50K"
70," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," <=50K"
46," Self-emp-not-inc"," Bachelors"," Divorced"," Other-service"," Unmarried"," Asian-Pac-Islander"," Female",0,0,60," >50K"
18," Private"," 11th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," <=50K"
43," Private"," 10th"," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,40," <=50K"
33," Private"," 9th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,33," <=50K"
41," Local-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," <=50K"
46," Private"," Bachelors"," Separated"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," <=50K"
64," Private"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," >50K"
36," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,35," <=50K"
48," Private"," 11th"," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,30," <=50K"
43," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
32," Private"," Masters"," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," <=50K"
24," Private"," Bachelors"," Never-married"," Sales"," Other-relative"," White"," Male",0,0,40," <=50K"
25," ?"," Assoc-voc"," Never-married"," ?"," Own-child"," White"," Female",3418,0,40," <=50K"
34," Private"," 12th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
59," Private"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," <=50K"
24," State-gov"," Some-college"," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," <=50K"
41," Local-gov"," HS-grad"," Divorced"," Exec-managerial"," Own-child"," White"," Male",0,0,45," <=50K"
32," Private"," Bachelors"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," >50K"
25," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," <=50K"
17," ?"," 12th"," Never-married"," ?"," Own-child"," White"," Female",0,0,40," <=50K"
26," Private"," Bachelors"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," <=50K"
36," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," >50K"
47," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,48," >50K"
49," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," >50K"
40," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," >50K"
46," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," >50K"
31," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," <=50K"
36," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,17," <=50K"
57," Private"," 11th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
46," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," <=50K"
40," Private"," HS-grad"," Divorced"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,35," <=50K"
30," Private"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,60," <=50K"
26," Private"," 11th"," Never-married"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,15," <=50K"
19," Private"," Some-college"," Never-married"," Tech-support"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," <=50K"
39," Private"," Some-college"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,39," <=50K"
28," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",2580,0,40," <=50K"
23," State-gov"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,25," <=50K"
35," Private"," HS-grad"," Never-married"," Transport-moving"," Own-child"," Asian-Pac-Islander"," Male",0,0,60," <=50K"
35," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,38," <=50K"
41," Private"," HS-grad"," Separated"," Machine-op-inspct"," Other-relative"," Black"," Female",0,0,40," <=50K"
34," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",5178,0,55," >50K"
21," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,15," <=50K"
45," Private"," Assoc-acdm"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,55," <=50K"
24," Private"," 11th"," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,35," <=50K"
42," Self-emp-not-inc"," 7th-8th"," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,50," <=50K"
33," Federal-gov"," Assoc-acdm"," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,50," >50K"
52," Private"," 9th"," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,25," <=50K"
37," Private"," 1st-4th"," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," <=50K"
51," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,2415,40," >50K"
52," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," >50K"
45," Private"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,55," >50K"
51," Private"," Some-college"," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,45," <=50K"
37," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," >50K"
45," Private"," Some-college"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," <=50K"
23," Private"," Some-college"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," <=50K"
49," Self-emp-inc"," Assoc-acdm"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
35," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
19," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,20," <=50K"
32," Private"," 10th"," Married-spouse-absent"," Other-service"," Not-in-family"," Black"," Female",0,0,37," <=50K"
37," Private"," HS-grad"," Never-married"," Tech-support"," Not-in-family"," White"," Female",14084,0,35," >50K"
39," Federal-gov"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,50," >50K"
31," Private"," HS-grad"," Never-married"," Farming-fishing"," Own-child"," White"," Female",0,0,40," <=50K"
38," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," <=50K"
39," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," <=50K"
49," Private"," HS-grad"," Divorced"," Other-service"," Unmarried"," Black"," Female",0,0,32," <=50K"
58," Private"," 9th"," Divorced"," Farming-fishing"," Not-in-family"," Black"," Male",0,0,40," <=50K"
25," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," <=50K"
30," Private"," Bachelors"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,60," >50K"
23," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," <=50K"
33," Private"," Some-college"," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,50," <=50K"
59," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," >50K"
37," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
52," Self-emp-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
24," ?"," Some-college"," Never-married"," ?"," Own-child"," White"," Male",0,0,20," <=50K"
18," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,35," <=50K"
28," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," <=50K"
52," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," >50K"
57," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,30," <=50K"
29," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,32," <=50K"
53," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,30," <=50K"
24," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,50," <=50K"
20," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,35," <=50K"
56," Self-emp-not-inc"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," <=50K"
51," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",3137,0,40," <=50K"
32," Private"," 11th"," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," <=50K"
33," Private"," HS-grad"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," <=50K"
31," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," <=50K"
39," Federal-gov"," HS-grad"," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,45," <=50K"
23," Private"," Some-college"," Never-married"," Farming-fishing"," Not-in-family"," White"," Female",0,0,50," <=50K"
44," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
47," Local-gov"," Assoc-acdm"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,35," >50K"
42," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,99," >50K"
64," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," >50K"
52," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
72," Private"," Doctorate"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30," <=50K"
69," Private"," HS-grad"," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," <=50K"
30," Private"," Bachelors"," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," <=50K"
49," Self-emp-not-inc"," 10th"," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,32," <=50K"
30," Private"," HS-grad"," Separated"," Exec-managerial"," Unmarried"," White"," Female",0,0,29," <=50K"
49," Local-gov"," Bachelors"," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",0,0,40," <=50K"
30," State-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1902,40," <=50K"
28," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," <=50K"
21," Private"," Bachelors"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," <=50K"
20," Private"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
41," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
33," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
34," Federal-gov"," Some-college"," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," <=50K"
32," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,65," >50K"
29," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," <=50K"
53," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," >50K"
34," Private"," Assoc-voc"," Divorced"," Tech-support"," Unmarried"," Black"," Female",0,0,40," <=50K"
48," Self-emp-inc"," Doctorate"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," >50K"
51," Private"," Assoc-voc"," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," <=50K"
47," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",5013,0,40," <=50K"
32," Private"," Assoc-voc"," Widowed"," Tech-support"," Unmarried"," Black"," Female",0,0,40," <=50K"
51," Private"," Some-college"," Widowed"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,36," <=50K"
53," Self-emp-not-inc"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," >50K"
50," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,55," >50K"
24," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,40," <=50K"
34," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Amer-Indian-Eskimo"," Male",0,0,52," <=50K"
42," Private"," Assoc-voc"," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," <=50K"
49," Local-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,56," <=50K"
28," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
33," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Asian-Pac-Islander"," Male",0,0,40," <=50K"
23," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," <=50K"
25," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," <=50K"
83," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2392,55," >50K"
25," Private"," HS-grad"," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," <=50K"
42," Private"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," <=50K"
37," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,50," <=50K"
22," Private"," HS-grad"," Never-married"," Other-service"," Unmarried"," Other"," Male",0,0,20," <=50K"
51," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," >50K"
60," Private"," HS-grad"," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," <=50K"
34," Private"," Some-college"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,40," <=50K"
19," Private"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,30," <=50K"
26," Private"," Some-college"," Never-married"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,45," >50K"
50," Private"," Assoc-acdm"," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,40," <=50K"
26," Private"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," Other"," Male",0,0,50," <=50K"
35," Self-emp-inc"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,60," <=50K"
33," Private"," Bachelors"," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,40," <=50K"
22," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
50," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,65," >50K"
61," Private"," 12th"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," <=50K"
28," Private"," 1st-4th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,43," <=50K"
34," Federal-gov"," Some-college"," Divorced"," Protective-serv"," Own-child"," White"," Male",0,0,72," <=50K"
46," Private"," Some-college"," Divorced"," Transport-moving"," Own-child"," White"," Male",3325,0,55," <=50K"
17," Private"," 10th"," Never-married"," Sales"," Other-relative"," Black"," Female",0,0,12," <=50K"
51," State-gov"," Assoc-voc"," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,2444,39," >50K"
31," Local-gov"," Bachelors"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",8614,0,40," >50K"
33," Private"," Preschool"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," <=50K"
24," Private"," HS-grad"," Never-married"," Sales"," Own-child"," Black"," Female",0,0,20," <=50K"
74," Self-emp-not-inc"," HS-grad"," Widowed"," Other-service"," Not-in-family"," White"," Male",0,0,20," <=50K"
